tic,RetEarly2020,RetLate2020,gic_sub_industry,gic_sub_industry_name,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products,Air Freight & Logistics,Airlines,Airport Services,Alternative Carriers,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Application Software,Asset Management & Custody Banks,Auto Parts & Equipment,Automobile Manufacturers,Automotive Retail,Biotechnology,Brewers,Building Products,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Trucks,Construction Materials,Consumer Electronics,Consumer Finance,Copper,Data Processing & Outsourced Services,Department Stores,Distillers & Vintners,Distributors,Diversified Banks,Diversified Chemicals,Diversified Metals & Mining,Diversified REITs,Diversified Real Estate Activities ,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments ,Electronic Manufacturing Services,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Financial Exchanges & Data,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,General Merchandise Stores,Gold,Health Care  Services,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care REITs ,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,Hotel & Resort REITs ,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Hypermarkets & Super Centers,IT Consulting & Other Services,Independent Power Producers & Energy Traders,Industrial Conglomerates,Industrial Gases,Industrial Machinery,Industrial REITs,Insurance Brokers,Integrated Oil & Gas,Integrated Telecommunication Services,Internet & Direct Marketing Retail,Investment Banking & Brokerage,Leisure Facilities,Leisure Products,Life & Health Insurance,Life Sciences Tools & Services,Managed Health Care,Marine,Metal & Glass Containers,Mortgage REITs,Motorcycle Manufacturers,Multi-Sector Holdings,Multi-Utilities,Multi-line Insurance,Office REITs ,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Diversified Financial Services,Packaged Foods & Meats,Paper Packaging,Paper Products,Personal Products,Pharmaceuticals,Property & Casualty Insurance,Railroads,Real Estate Development ,Real Estate Operating Companies,Real Estate Services ,Regional Banks,Reinsurance,Renewable Electricity ,Research & Consulting Services,Residential REITs,Restaurants,Retail REITs,Security & Alarm Services,Semiconductor Equipment ,Semiconductors,Silver,Soft Drinks,Specialized Consumer Services,Specialized Finance,Specialized REITs ,Specialty Chemicals,Specialty Stores,Steel,Systems Software,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Thrifts & Mortgage Finance,Tires & Rubber,Tobacco,Trading Companies & Distributors,Trucking,Water Utilities,Wireless Telecommunication Services,current_assets,total_assets,current_liabilities,total_liabilities,total_equity,mkt_value,price_close,shares_out,book_value_share,ppe,employees,cash,receivables,sales,cogs,inventory,ebit,ebitda,interest_exp,working_cap,net_income,book_value,acid_ratio,current_ratio,coverage_ratio,bep,inventory_turnover,dso,roa,roe,debit_asset_ratio,debit_equity_ratio,book_price,equity_price,ebit_price,ebitda_price,sales_price,cash_assets,cash_current_liab,cash_total_liab,cash_interest,fixed_total,fixed_employees,working_coverage
SITM,-0.1462741348,4.141488457,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.662,123.391,53.311,61.251,62.14,381.684,25.5,14.968,4.1515,19.078,0.143,63.418,18.732,84.074,36.243,11.911,-4.873,3.4,1.714,46.351,-6.607,62.139652000000005,1.646020521093208,1.8694453302320349,-0.35173404473630204,-0.03949234547090144,0.0009003911572532285,81.32335799414801,-0.05354523425533467,-0.10632442870936595,0.4963976302971853,0.985693595107821,0.1628048333176135,-0.017310130893618804,-0.012767105773362257,0.008907892392659897,0.22027121912367298,0.5139596891183311,1.1895856389863255,1.035379014220176,0.02702702702702703,0.15461419390393139,133.4125874125874,-16.303224707572337
DIOD,-0.279138113,0.7349588457,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.959,1639.384,285.322,486.601,1152.783,2886.5386,56.37,51.207,21.6069,527.001,7.271,258.39,260.322,1249.13,690.802,236.472,180.169,290.731,7.893,524.637,153.25,1106.4245283,2.009964180820266,2.838754109392195,0.04380886834028051,0.10990042601367343,0.0009378497646947823,76.06696660875969,0.09348023403912689,0.1329391568057475,0.296819415097378,0.4221097986351291,0.39936517737888555,0.05309126993832683,0.06241697235574817,0.10071959543516931,0.43274321708360325,0.1576140794347145,0.9056084003336581,0.5310100061446646,0.0305468477882271,0.3214628177412979,72.47985146472287,22.983753259439744
SWKS,-0.2573417528,0.7288263101,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234.6,4839.6,374.0,717.3,4122.3,13480.425,120.88,170.1,24.2346,1205.6,9.0,851.3,465.3,3376.8,1353.0,609.7,1042.1,1413.7,0.0,1860.6,853.6,4122.30546,4.344652406417112,5.974866310160428,0.0,0.215327713034135,0.001234597900150857,50.294509594882726,0.17637821307546078,0.20706886932052496,0.14821472848995781,0.17400480314387598,0.30579896405343304,0.06332144572593223,0.07730468438495076,0.10487058086076664,0.25049655333567006,0.17590296718737083,2.2762032085561494,1.1868116548166736,0.0,0.2491114968179188,133.95555555555555,0.0
SMTC,-0.2911154172,0.9224027187,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.736,1052.433,98.641,375.233,677.2,3168.878,52.9,65.758,10.2946,135.376,1.388,293.324,61.927,547.512,187.428,73.01,51.521,91.467,9.106,362.095,31.871,676.9523068,3.930677912835433,4.670836670350057,0.1767434638302828,0.04895418520703931,0.0010672225988660926,41.283761817092596,0.03028316291868461,0.04706290608387478,0.35653861100896683,0.5540948021264028,0.21370339912107691,0.01005750300264005,0.016258435951147378,0.028864159491151124,0.17277787279914214,0.2787103787129442,2.973651929724962,0.781711629840659,0.03104416958721414,0.12863146632612243,97.53314121037465,63.997924535626254
MU,-0.2179251066,0.787446621,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16503.0,48887.0,6390.0,12019.0,36770.0,50068.62,53.78,1106.0,32.4421,28240.0,37.0,7152.0,3195.0,23406.0,7364.0,5118.0,7425.0,12765.0,231.0,10113.0,6313.0,35880.962600000006,1.7816901408450705,2.5826291079812207,0.03111111111111111,0.15188086812445026,0.0019041170299048315,49.82376313765701,0.12913453474338782,0.17168887680174055,0.24585268067175323,0.32686973075877074,0.7343921202541631,0.12608695825848604,0.14829647791371123,0.2549501064738752,0.467478432599101,0.14629656145805633,1.1192488262910798,0.5950578251102421,0.03229865771812081,0.5776586822672695,763.2432432432432,314.62666666666667
INTC,-0.0903645871,-0.06227616325,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31239.0,136524.0,22310.0,58865.0,77659.0,256756.5,59.85,4250.0,18.0662,56014.0,110.8,4194.0,7735.0,71965.0,19199.0,8744.0,21121.0,31764.0,961.0,8929.0,14340.0,77503.99799999999,1.0082922456297625,1.4002241147467502,0.04284822543249509,0.16427880812164894,0.0012477818836169406,39.23122351142917,0.15417069526237145,0.27103104598307987,0.4311696112038909,0.7579932783064423,0.3024616708827235,0.0819765030291346,0.08735124524598209,0.1295157084630769,0.2802850171271224,0.030719873428847674,0.18798744957418198,0.07124777032192305,0.22913686218407248,0.41028683601418064,505.5415162454874,382.59180488674866
ADI,-0.2413350771,0.6726783548,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985.126,21392.641,1508.632,9683.453,11709.188,39272.0423,118.84,368.302,31.7924,1219.989,16.4,648.322,635.136,5991.065,1595.105,609.886,1806.267,2617.518,229.075,476.494,1363.011,11709.204504800002,0.911580822891202,1.3158450834928597,0.1268223357897808,0.0844340350497164,0.0010475301299570907,38.695063398577716,0.06371401268314651,0.11640525372041169,0.452653461533805,0.8269961162123283,0.29815582063579105,0.03470690394932682,0.045993711918567576,0.06665092637670132,0.15255292694569134,0.030305842088407878,0.4297416467369113,0.06695153061619652,0.35333522539725626,0.05702844263127681,74.38957317073172,60.43008206981582
AMD,-0.00828590772,1.016490909,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4597.0,6028.0,2359.0,3201.0,2827.0,53656.2,45.86,1170.0,2.4162,705.0,11.4,1466.0,1879.0,6731.0,3721.0,982.0,583.0,725.0,94.0,2238.0,341.0,2826.9539999999997,1.5324289953370072,1.9487070792708774,0.16123499142367068,0.09671532846715329,0.0007230343883106986,101.89199227455059,0.05656934306569343,0.12062256809338522,0.531021897810219,1.132295719844358,0.05268729429217873,0.006355276743414555,0.010865473141966819,0.013511952020456163,0.1254468262754351,0.24319840743198406,0.6214497668503604,0.457981880662293,0.06412005457025921,0.11695421366954213,61.84210526315789,360.84391080617496
CRUS,-0.2036158318,0.2524756922,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.196,1592.677,158.637,362.898,1229.779,3822.4225,82.41,58.242,21.115,299.518,1.443,292.119,153.998,1281.124,546.757,146.725,195.405,255.605,1.057,491.559,159.498,1229.77983,3.173729962114765,4.098640291987367,0.005409278165860648,0.12268966023870503,0.0007352193046817198,43.87496448431221,0.1001445993129806,0.1296964739192977,0.2278541097786934,0.29509204499345004,0.3217276478463592,0.04172694148802232,0.05112072252609438,0.06686989729680588,0.33516022888626257,0.18341383720616297,1.8414304355226083,0.8049617247821702,0.0036183883965096413,0.18805947470830556,207.56618156618154,2.6589793659322947
LSCC,-0.06896481114,1.571267188,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.43,612.016,99.819,284.357,327.659,2562.5206,19.14,133.883,2.4474,62.821,0.747,118.081,70.486,404.093,154.409,54.98,63.367,88.58,11.731,162.611,43.493,327.66525420000005,2.0782616535930036,2.6290585960588664,0.18512790569223728,0.10353814279365245,0.0009755269251552783,63.667002397962854,0.07106513555201172,0.1327386093469125,0.46462347389610736,0.8678443137530177,0.12786589891218827,0.01697274160449676,0.02472838657375086,0.034567526988856206,0.15769356156590508,0.19293776633290635,1.1829511415662348,0.4152561744567568,0.09934705837518314,0.10264600925466001,84.09772423025434,30.103833872520394
XLNX,-0.1992898444,0.8379278151,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909.141,4693.334,1085.681,2378.285,2315.049,19002.5514,97.77,243.81,9.4953,430.393,4.891,1777.703,273.028,3162.666,964.534,304.34,834.44,926.425,39.82,1823.46,792.721,2315.049093,2.399232371202959,2.6795541231724602,0.04772062700733426,0.17779258838173462,0.0008644674207213868,31.509878058574632,0.16890359816710254,0.34242082996947365,0.506736788815797,1.027315188577002,0.12182832459013898,0.041716556019945825,0.043911998048851486,0.04875266381334455,0.1664337558376503,0.3787718922199017,1.6374082258048173,0.7474726536138436,0.02239969218705262,0.09170304095127259,87.99693314250663,87.01665452279373
QCOM,-0.2262266752,1.290187015,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16765.0,32957.0,8935.0,28048.0,4909.0,87340.6,88.23,1145.0,4.2873,3081.0,37.0,11839.0,2471.0,19550.0,7198.0,1400.0,3358.0,4759.0,606.0,7830.0,4386.0,4908.9585,1.7196418578623391,1.8763290430889759,0.18046456223942822,0.10189034196073672,0.0005328725254732099,46.13375959079284,0.13308250144127196,0.8934609900183337,0.8510483357101678,5.7135872886534935,0.056205247044329894,0.05021719566845201,0.03844718263900179,0.05448783269178366,0.22383633728185973,0.35922565767515247,1.3250139899272524,0.42209783228750714,0.051186755638145114,0.09348545073884153,83.27027027027027,1413.037522334723
CREE,-0.2316360535,1.986463683,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412.8,2816.9,268.2,775.7,2041.2,5987.1026,46.15,106.57,19.1067,625.2,5.319,500.5,129.1,1080.0,579.5,187.4,22.5,144.9,22.6,1144.6,-375.1,2036.2010189999999,4.568978374347502,5.267710663683818,1.0044444444444445,0.007987503993751997,0.0008859787015258786,43.631018518518516,-0.1331605665802833,-0.1837644522829708,0.27537363768681883,0.3800215559474819,0.3409328579069281,-0.06265133989853457,0.0037580782397148163,0.024202023863763418,0.18038775550631117,0.17767758883879442,1.866144668158091,0.6452236689441794,0.04515484515484516,0.2219461109730555,117.54089114495207,1149.687111111111
MCHP,-0.3499396426,1.057303617,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2217.2,17426.1,1637.4,11840.6,5585.5,16633.1028,104.72,245.326,22.7677,995.6,18.0,401.0,934.0,5274.2,1851.0,685.7,743.0,1958.6,497.3,579.8,570.6,5585.5087702,0.9353242946134113,1.354097960180774,0.6693135935397039,0.042637193634835105,0.001014927140457213,64.63729096355846,0.032743987467075256,0.1021573717661803,0.6794750403130937,2.119881836899114,0.33580625738692604,0.03430508467728583,0.04466995779043703,0.11775313503142659,0.3170905671309865,0.02301145982176161,0.24490045193599608,0.033866527034103,1.240149625935162,0.05713269176694729,55.31111111111111,388.0680215343203
DSPG,-0.1486656628,0.2380598688,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.793,205.925,25.239,52.831,153.094,363.7671,15.74,23.111,6.6243,18.46,0.34,28.737,17.477,117.613,56.55,7.464,-4.404,-2.471,0.015,69.554,-1.19,153.0941973,3.46008161971552,3.7558144142002456,-0.0034059945504087193,-0.02138642709724414,0.00036161476690527237,54.238094428337,-0.005778802962243534,-0.007773002207793905,0.25655457083889766,0.3450886383529074,0.42085719131829125,-0.0032713238772830193,-0.012106647357608755,-0.006792807815770035,0.3233195085536872,0.13955080733276676,1.1385950314988706,0.5439420037477996,0.0005219751539826704,0.08964428796892072,54.29411764705882,-0.23690054495912807
RMBS,-0.1941932206,0.5729757929,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.679,1338.986,86.179,368.068,970.918,1544.6045,13.775,112.131,8.6588,81.734,0.685,102.176,228.405,224.027,10.81,10.086,-77.179,-36.614,9.852,578.5,-90.419,970.9199027999999,7.595736780422144,7.712772253101103,-0.12765130411122197,-0.057639885704555534,0.0025562328133514126,372.1329348694577,-0.06752796519157032,-0.09312732898143818,0.274885622403819,0.3790927761149757,0.6285868000514048,-0.05853860972177668,-0.049966836170683177,-0.023704449909345726,0.14503842245701085,0.0763084901559837,1.1856252683368338,0.2776008780986122,0.0964218603194488,0.06104171365495979,119.31970802919706,-73.84627942834192
QRVO,-0.3062897468,1.06213653,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690.502,6560.682,539.003,2268.017,4292.665,9242.2138,116.23,114.625,37.4496,1324.31,7.9,714.939,387.588,3239.141,1508.596,517.198,534.033,976.903,65.992,1151.499,334.325,4292.6604,2.1768042107372314,3.1363498904458784,0.12357288781779403,0.08139900699348025,0.0009392712309444067,43.67504224113738,0.050958878970204624,0.07788285365850818,0.34569835879867367,0.5283470757676175,0.46446285412700583,0.036173692497786625,0.05778193531943614,0.10570010834417183,0.35047241603521445,0.10897327442482352,1.3264100570868806,0.31522647317017466,0.0923043784155012,0.2018555387991675,167.63417721518985,142.294056749302
NVDA,0.1209351134,0.983059367,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13690.0,17315.0,1784.0,5111.0,12204.0,144695.16,235.3,612.0,19.9412,2292.0,13.775,10896.0,1657.0,10918.0,3755.0,979.0,2861.0,3242.0,52.0,11906.0,2796.0,12204.014399999998,7.125,7.673766816143497,0.018175463124781546,0.16523245740687265,0.0007142987432282071,55.395218904561276,0.16147848686110308,0.22910521140609635,0.29517759168351143,0.4187971156997706,0.08434283496421027,0.01932338303506489,0.01977260331306175,0.022405725250243338,0.07545518454107242,0.6292809702570026,6.1076233183856505,2.1318724320093914,0.0047723935389133625,0.132370776783136,166.3883847549909,216.3970639636491
SLAB,-0.2635795714,0.4909268693,45301020,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.859,1674.853,137.701,559.802,1115.051,5044.6661,115.98,43.496,25.6357,152.025,1.545,227.146,75.639,837.554,310.332,73.057,62.588,119.001,20.233,806.158,19.265,1115.0504072,6.323861119381849,6.8544091909281715,0.32327283185275135,0.037369249719229086,0.0006449742997291986,32.96293134532221,0.011502502010624216,0.017277236646574913,0.33423948250980834,0.5020416106527863,0.22103564000003884,0.00381888505960781,0.012406767615402731,0.02358947007414425,0.16602763857849778,0.13562145453959243,1.6495595529444231,0.40576132275340204,0.08907486814647848,0.09076916003971691,98.39805825242719,260.6089795807503
