,tic,RetEarly2020,RetLate2020,ggroup
1098,AAL,-0.5727340919,0.2936815117,2030
1099,GCO,-0.7216194934000001,1.2556191970000001,2550
1100,FOE,-0.3688465314,0.5630342084000001,1510
1101,LMT,-0.12386557960000001,0.06779680772,2010
1102,WRK,-0.3322019605,0.5689470081,1510
1103,NEM,0.0453391067,0.3421516208,1510
1104,CAH,-0.042683419910000006,0.1496380265,3510
1105,IP,-0.3146220868,0.6611506888,1510
1106,CASY,-0.16502001730000002,0.3563116139,3010
1107,EXC,-0.18542258609999998,0.1813270318,5510
1108,CNP,-0.4263067159,0.4322262473,5510
1109,IDA,-0.17229735280000003,0.11863282210000001,5510
1110,PFE,-0.158420743,0.21493197039999998,3520
1111,EMR,-0.37029059700000005,0.7239934092,2010
1112,JNJ,-0.09469880081,0.2247784577,3520
1113,GLW,-0.2878942937,0.7920658631,4520
1114,PPG,-0.370678381,0.7479582984,1510
1115,PPL,-0.3005850981,0.1960299359,5510
1116,MMM,-0.2186000034,0.3152056614,2010
1117,MRK,-0.1473343625,0.08801093758999999,3520
1118,MSI,-0.17115580079999998,0.2958906121,4520
1119,CMD,-0.4928362287,1.1966546820000001,3510
1120,FE,-0.168293108,-0.20704547210000002,5510
1121,CPK,-0.10137775199999999,0.2809370614,5510
1122,CMS,-0.05878081047,0.05970792497999999,5510
1123,EAT,-0.7049996545,3.710243759,2530
1124,CHD,-0.08442436343000001,0.3706453287,3030
1125,CINF,-0.27674757710000003,0.18592100190000002,4030
1126,WEC,-0.03790809095,0.06557579163999999,5510
1127,TXT,-0.40156933200000006,0.8150045813,2010
1128,CTAS,-0.3562513679,1.060684924,2020
1129,PEG,-0.2311599826,0.3339099225,5510
1130,CIA,-0.034074513619999997,-0.12116555789999998,4030
1131,HAL,-0.7127093723000001,1.785649646,1010
1132,MDU,-0.2693542133,0.258048238,5510
1133,XEL,-0.04347107756,0.1274067122,5510
1134,ETR,-0.20936949010000003,0.09167419438999999,5510
1135,EVRG,-0.14648947869999998,0.03616659858,5510
1136,AEP,-0.1471042158,0.06823744924,5510
1137,NEE,-0.0008562620342,0.3026314793,5510
1138,ALE,-0.24574208190000002,0.054757322649999995,5510
1139,ASH,-0.34323202280000004,0.6000219908,1510
1140,EQT,-0.3480609564,0.7977372856999999,1010
1141,OGE,-0.3031314214,0.07577106265,5510
1142,CDE,-0.6027225931,2.224300284,1510
1143,PBI,-0.4863956379,2.13868199,2020
1144,COHR,-0.3603247783,0.4098302423,4520
1145,NOC,-0.1168876122,0.02068337781,2010
1146,AVA,-0.10885936980000001,-0.02531640641,5510
1147,AEE,-0.04524682323,0.09327456814,5510
1148,CMA,-0.5816028239,0.9963262839,4010
1149,CBSH,-0.254930724,0.38834099590000004,4010
1150,OKE,-0.7081748131000001,0.9359812534999999,1010
1151,HSC,-0.6970878825,1.579628384,2020
1152,CPB,-0.059209516100000005,0.07019159489,3020
1153,WHR,-0.4129649242,1.15241877,2520
1154,CAR,-0.5688579344,1.6834516069999998,2030
1155,LHX,-0.08540919733999999,0.06463823491000001,2010
1156,NFG,-0.1894069298,0.1390954478,5510
1157,F,-0.4718128236,0.8198766783,2510
1158,DOV,-0.2682601152,0.5246008608,2010
1159,CMTL,-0.6242331584,0.5856880118,4520
1160,DIS,-0.3320896839,0.8755674956999999,5020
1161,SJI,-0.23302019129999998,-0.1020426486,5510
1162,CTO,-0.2452404147,0.2180986523,6010
1163,L,-0.33553579370000003,0.2991869451,4030
1164,K,-0.1243493026,0.06421186235000001,3020
1165,CSL,-0.2232390349,0.2614245408,2010
1166,CLF,-0.5257432576,2.7365716669999998,1510
1167,CTB,-0.4293911885,1.508995731,2510
1168,CUZ,-0.2845291316,0.1915050763,6010
1169,CBRL,-0.4540954436,0.6006067485000001,2530
1170,R,-0.505998026,1.4293010590000002,2030
1171,AVT,-0.4036292059,0.42928942270000003,4520
1172,HPQ,-0.1466564071,0.455449339,4520
1173,BAX,-0.02650079898,-0.0030646438410000003,3510
1174,CFR,-0.4242656097,0.607964259,4010
1175,DUK,-0.10411634880000001,0.1703507377,5510
1176,XRX,-0.47952254159999996,0.2745823166,4520
1177,PNW,-0.1504827448,0.08646439179,5510
1178,NC,-0.39976539060000005,-0.03738770726,1010
1179,APD,-0.1448574182,0.38933827880000005,1510
1180,MUR,-0.7682347919,1.037699545,1010
1181,VNO,-0.4500247579,0.08004699893999999,6010
1182,HES,-0.49782900409999997,0.6102554383,1010
1183,CTS,-0.1692764702,0.3861447584,4520
1184,ALK,-0.5766560265,0.8264827962000001,2030
1185,NBR,-0.8610760369,1.985388095,1010
1186,ARW,-0.3878923825,0.8758422032,4520
1187,AIT,-0.3107207896,0.7313810474,2010
1188,COHU,-0.4566174025,2.084005452,4530
1189,CMC,-0.2868337638,0.3258820986,1510
1190,OMC,-0.3143662226,0.1768223743,5020
1191,FLS,-0.5159737214,0.5731799348,2010
1192,EML,-0.3585251536,0.2556266639,2010
1193,HL,-0.4623895755,2.571128457,1510
1194,HEI,-0.3459590304,0.7759838062000001,2010
1195,HEI,-0.285678414,0.8337304193,2010
1196,HP,-0.6488841471,0.572383709,1010
1197,HFC,-0.5116405017,0.09823685137,1010
1198,HRL,0.03900336585,0.013727335949999999,3020
1199,HUBB,-0.21848346100000002,0.3936847779,2010
1200,ATO,-0.1079692233,-0.021002837830000003,5510
1201,ENZ,-0.03802230154,-0.003952563742000001,3510
1202,ESCA,-0.38199327060000005,2.653679593,2520
1203,BOOM,-0.48520179880000003,0.8796181811,1010
1204,MAS,-0.27759495100000003,0.6021162407,2010
1205,FARM,-0.5378481588,-0.3290228541,3020
1206,NPK,-0.137722827,0.2488358731,2010
1207,NR,-0.85693758,1.140471402,1010
1208,FITB,-0.5081329469,0.9231069787999999,4010
1209,NUE,-0.35283373149999997,0.5158667754999999,1510
1210,OXY,-0.6998302436,0.4979935057,1010
1211,OXM,-0.5166621356000001,0.8391327719,2520
1212,RF,-0.46823964149999997,0.8644019684,4010
1213,PKE,-0.1689642671,0.09207853321000001,2010
1214,CLGX,-0.2979983377,1.566519105,2020
1215,TRMK,-0.3190602937,0.2061011171,4010
1216,MTB,-0.3859178511,0.2687125118,4010
1217,FFBC,-0.4073711711,0.23354550870000002,4010
1218,FMBI,-0.4199906692,0.24209822239999998,4010
1219,ROG,-0.2430054747,0.6446727228,4520
1220,ROL,0.09336023304999999,0.6330465474,2020
1221,SEB,-0.33781452520000005,0.08006193141,3020
1222,SRCE,-0.3705924393,0.2723914299,4010
1223,FHN,-0.5042268157,0.6517216907,4010
1224,SHW,-0.21048865320000001,0.6089868114,1510
1225,SCL,-0.1337856899,0.3594640385,1510
1226,FSTR,-0.3622292626,0.2176377143,2010
1227,FELE,-0.1753077706,0.48021076520000006,2010
1228,BEN,-0.34719000159999996,0.5538479471,4020
1229,FUL,-0.4565313039,0.8791162765999999,1510
1230,WEYS,-0.22835575239999997,-0.18317899629999998,2550
1231,AJG,-0.13934594949999998,0.536804365,4030
1232,WMB,-0.38659276880000004,0.5056634266,1010
1233,SPB,-0.4298731713,1.220152119,3030
1234,GNTX,-0.2323807964,0.5522610711,2510
1235,WFC,-0.45988270909999995,0.08020241647000001,4010
1236,NI,-0.09611874802999999,-0.05711627965,5510
1237,SKY,-0.5053624285,0.9732139648999999,2520
1238,SMP,-0.2144638728,-0.02144567328,2510
1239,APA,-0.8351665979,2.41702614,1010
1240,MAT,-0.34981601520000005,0.9807044155,2520
1241,GGG,-0.05979897029,0.4996555299,2010
1242,BDX,-0.1522593097,0.09994392127999999,3510
1243,B,-0.322875413,0.22610713170000002,2010
1244,GTN,-0.4021133489,0.40657403810000003,5020
1245,GTN,-0.49906707829999997,0.6657336011,5020
1246,WY,-0.4274837558,0.9881986502,6010
1247,DXC,-0.6472465125,0.9731802820000001,4510
1248,IFF,-0.2029914236,0.08713437752,1510
1249,DBD,-0.6666672726,2.028407919,4520
1250,TJX,-0.2139885071,0.4283613623,2550
1251,CMI,-0.23730112960000002,0.7118524228,2010
1252,HE,-0.07422906871,-0.1554470117,5510
1253,AMOT,-0.5107216556,1.161024614,2010
1254,HWKN,-0.21782358300000002,0.4911224939,1510
1255,HCSG,-0.009673094968,0.207165357,2020
1256,PH,-0.3666905404,1.126079958,2010
1257,HELE,-0.1988988286,0.5426663447,2520
1258,IIN,-0.346111028,0.5378088429,3510
1259,WMK,0.03745860165,0.1687459811,3010
1260,PKI,-0.2241297798,0.9098438679,3520
1261,WWW,-0.5465321822,1.0791793859999999,2520
1262,HNI,-0.321302551,0.40933238969999997,2020
1263,NEU,-0.2091385437,0.056025037,1510
1264,SJM,0.07508322466,0.06546385284,3020
1265,MDP,-0.6151544832,0.5711955472,5020
1266,JBHT,-0.2080133435,0.49078553490000004,2030
1267,HBAN,-0.4456235128,0.6083663401,4010
1268,HURC,-0.23800836449999999,0.0402331047,2010
1269,ATI,-0.5885765919,0.9729404106,1510
1270,SWK,-0.3924818953,0.8090748701,2010
1271,MCD,-0.1578643956,0.32188047870000003,2530
1272,SXI,-0.3800884294,0.5990795221,2010
1273,VFC,-0.4525379178,0.611838514,2520
1274,IHC,-0.3925852975,0.6242742871,4030
1275,KMT,-0.4916250182,0.9851195972,2010
1276,ES,-0.07396836697,0.1285431822,5510
1277,TFX,-0.2212377259,0.4091318476,3510
1278,AVY,-0.2168626739,0.5434521179,1510
1279,ADP,-0.1930205428,0.3123732395,4510
1280,TILE,-0.5403859399000001,0.3941942913,2020
1281,CVM,0.261203157,0.01039802623,3520
1282,DIOD,-0.279138113,0.7349588456999999,4530
1283,IDCC,-0.17576172420000002,0.38443929130000004,4510
1284,JCI,-0.33136856989999997,0.7621417323,2010
1285,IVC,-0.17493552329999998,0.2065784197,3510
1286,MMC,-0.2207905848,0.37110750649999996,4030
1287,SWKS,-0.2573417528,0.7288263101000001,4530
1288,WSO,-0.1317650242,0.4981034267,2010
1289,WSO,-0.1147163816,0.47185675109999997,2010
1290,SFE,-0.494535505,0.1495499438,4020
1291,GFF,-0.3750844183,0.6300739689,2010
1292,CLX,0.1359741998,0.1840508825,3030
1293,GPC,-0.3587492597,0.5295913254,2550
1294,CBT,-0.44519024490000003,0.7662705423999999,1510
1295,HST,-0.39406977229999995,0.3251805879,6010
1296,KLAC,-0.18878087870000002,0.8243723956,4530
1297,RAD,-0.030380767819999998,0.05533231324,3010
1298,KAMN,-0.413380485,0.5051034525,2010
1299,KELYA,-0.4354599496,0.6209617397999999,2020
1300,NYT,-0.043892456239999995,0.6936346375,5020
1301,EBF,-0.1232071783,-0.01112989311,2020
1302,CNA,-0.26781392589999997,0.2989088291,4030
1303,CBB,0.39828120689999996,0.043715113619999996,5010
1304,FSS,-0.1516286884,0.22543527230000002,2010
1305,KBAL,-0.4194487447,0.027484309900000004,2020
1306,ABM,-0.35401698,0.5776655634000001,2020
1307,SGC,-0.3699863525,1.783532615,2520
1308,JPM,-0.3497694497,0.4511522317,4010
1309,TGNA,-0.3451174344,0.3068281629,5020
1310,LZB,-0.34275776909999994,0.9498073110999999,2520
1311,LRCX,-0.17527409719999998,0.9879838871,4530
1312,MCO,-0.107057883,0.38051374619999995,4020
1313,LANC,-0.09219206867999999,0.2862199348,3020
1314,HUM,-0.1415343239,0.3125892326,3510
1315,UNP,-0.21513304949999998,0.49932660619999997,2030
1316,LAWS,-0.4871399105,0.9053143454000001,2010
1317,LNC,-0.5506992443,0.9760420431999999,4030
1318,TGT,-0.270215838,0.924877882,2550
1319,ALX,-0.153024883,0.05764560255,6010
1320,HRB,-0.3892676871,0.1843373874,2530
1321,DDS,-0.4951008834,0.7274358804000001,2550
1322,BK,-0.3261841933,0.293048413,4020
1323,DHR,-0.09701533218,0.6092204522,3510
1324,PCH,-0.2653109725,0.638884561,6010
1325,RRC,-0.5298966745,1.93859609,1010
1326,TPC,-0.47744998060000005,0.9270823962000001,2010
1327,TDW,-0.6327803339,0.2203375449,1010
1328,MGEE,-0.1652688342,0.08715230951,5510
1329,LLY,0.06166031526000001,0.23536180329999998,3520
1330,SMTC,-0.2911154172,0.9224027187,4530
1331,WGO,-0.47403109880000005,1.169278603,2510
1332,MTW,-0.5142857050999999,0.5658818914,2010
1333,TER,-0.2042502035,1.221320045,4530
1334,MCS,-0.6097455431000001,0.09415524348,5020
1335,SCI,-0.1462088605,0.2726707671,2530
1336,MLP,-0.02844376349,0.05489548275,6010
1337,SYY,-0.4636428799,0.6678824995,3010
1338,MKC,-0.1680310561,0.37323925770000005,3020
1339,MKC,-0.167416761,0.3611041924,3020
1340,RHI,-0.39818534689999996,0.6857218824,2020
1341,GENC,-0.1002568458,0.1714295671,2010
1342,J,-0.11574280390000001,0.38348013340000003,2020
1343,THC,-0.62135168,1.772915103,3510
1344,WRE,-0.1716934197,-0.05498197513999999,6010
1345,EFX,-0.1447333765,0.6260401918,2020
1346,GWW,-0.2621137034,0.6638368621,2010
1347,LEN,-0.3139997357,1.011120692,2520
1348,LEN,-0.35148044840000003,1.1373939990000002,2520
1349,HRC,-0.1119520708,-0.01942452757,3510
1350,MCY,-0.15144640310000002,0.33783408,4030
1351,HAS,-0.31798537109999997,0.34293040049999995,2520
1352,IPG,-0.29076665739999996,0.5126856411,5020
1353,MLAB,-0.09285756113,0.2701534859,3510
1354,BMI,-0.1721645175,0.7687136873,4520
1355,MEI,-0.32607971059999996,0.46454883090000004,4520
1356,GHC,-0.46453969829999997,0.5809142078,2530
1357,SIEB,-0.16531760880000002,-0.41828259799999995,4020
1358,GRC,-0.16396124369999998,0.05433191672999999,2010
1359,MU,-0.2179251066,0.787446621,4530
1360,MSEX,-0.0501951496,0.2196428197,5510
1361,MLHR,-0.4637185243,0.5305318294,2020
1362,PHM,-0.4216495021,0.9500477305,2520
1363,SJW,-0.1827727043,0.2188305527,5510
1364,MSA,-0.1963491134,0.4908576435,2020
1365,AIR,-0.6038491722,1.039410302,2010
1366,MOD,-0.5779220964,2.8646164489999997,2510
1367,TRN,-0.2677109711,0.691384222,2010
1368,MNR,-0.1578548384,0.49011695549999995,6010
1369,SPXC,-0.3584905304,0.6709583674,2010
1370,PNM,-0.2463919,0.3038316056,5510
1371,MTRN,-0.40967235329999996,0.8314843352,1510
1372,WMT,-0.039380938510000005,0.2839739214,3010
1373,NSSC,-0.4838380014,0.7284084338,4520
1374,LPX,-0.4180135304,1.195691598,1510
1375,CAG,-0.1375764711,0.2604002123,3020
1376,ITW,-0.20286220160000001,0.4599785796,2010
1377,NWLI,-0.4086913063,0.2025526734,4030
1378,BRT,-0.383028529,0.5636440179,6010
1379,NATR,-0.08958536262,0.8388675556,3030
1380,TRC,-0.12015024769999999,0.027737990510000005,6010
1381,GLT,-0.3270421793,0.3880688171,1510
1382,BLL,0.001974284735,0.44906485189999995,1510
1383,NKE,-0.1810606829,0.7211538267000001,2520
1384,VSH,-0.3186945276,0.4616355004,4520
1385,NDSN,-0.1683655425,0.49676708280000004,2010
1386,JWN,-0.6161736735,1.0345473170000001,2550
1387,AFL,-0.348511274,0.3272392045,4030
1388,VXRT,4.049931084,2.225994725,3520
1389,NTRS,-0.2831328964,0.2658083306,4020
1390,TEX,-0.5137674836,1.4296617669999998,2010
1391,NWN,-0.15703525029999998,-0.2348853616,5510
1392,FRT,-0.4122584796,0.1861829199,6010
1393,GPX,-0.5079361853000001,0.8218125281,2020
1394,LUV,-0.33697668770000005,0.3089018301,2030
1395,RBC,-0.261184433,0.9686670595,2010
1396,LNT,-0.1118578322,0.09048139712000001,5510
1397,OII,-0.8028172573000001,1.704079669,1010
1398,GPS,-0.5962636018999999,1.953545104,2550
1399,KEX,-0.5144649442,0.19231628969999998,2030
1400,AXP,-0.310037733,0.4322472972,4020
1401,ODC,-0.06993835335,0.041756487030000004,3030
1402,TAP,-0.2656772929,0.1584199225,3020
1403,TAP,-0.3198098365,0.42954705229999995,3020
1404,UDR,-0.2119652071,0.08474669242999999,6010
1405,INTC,-0.0903645871,-0.06227616325,4530
1406,ORI,-0.3088959646,0.3418974466,4030
1407,BAC,-0.39210700909999996,0.45787315939999995,4010
1408,TRV,-0.2685647378,0.4432835546,4030
1409,SXT,-0.33643528079999996,0.731690293,1510
1410,OLP,-0.47112958439999997,0.5527978934000001,6010
1411,LDL,-0.6851855092,3.648600462,2010
1412,MDT,-0.2003523522,0.32097880019999997,3510
1413,OTTR,-0.1265665105,-0.01507299946,5510
1414,OMI,0.7703094775,1.957823764,3510
1415,SNA,-0.3528220887,0.6085079645,2010
1416,PNC,-0.39572137770000004,0.6067153926,4010
1417,GHM,-0.40650871520000004,0.2051857014,2010
1418,PCAR,-0.2234835453,0.43963479380000003,2010
1419,TTC,-0.1798666364,0.4709672754,2010
1420,FDX,-0.19377076489999998,1.161904888,2030
1421,AFG,-0.35823179200000005,0.3056998353,4030
1422,ADI,-0.24133507710000002,0.6726783548,4530
1423,LEG,-0.4672439154,0.7109413586,2520
1424,NWL,-0.298754137,0.6678704722,2520
1425,PAR,-0.5816525218999999,3.882582689,4520
1426,SWX,-0.07666042551,-0.10424440550000001,5510
1427,AMD,-0.00828590772,1.016490909,4530
1428,PKOH,-0.4342776142,0.6387273036,2010
1429,DCI,-0.3264502513,0.46461642979999995,2010
1430,LOW,-0.2780797716,0.8891728448,2550
1431,PATK,-0.4581339183,1.460627575,2510
1432,BIO,-0.05520262141,0.665704886,3520
1433,HXL,-0.49136821270000003,0.3038453934,2010
1434,PAYX,-0.2549403793,0.5178650194,4510
1435,AON,-0.2060604234,0.2893424889,4030
1436,DLX,-0.47588939259999996,0.1660716404,2020
1437,BKH,-0.17870566059999998,-0.0136610942,5510
1438,RAVN,-0.38136954939999995,0.5771729168,2010
1439,TMO,-0.1263584601,0.6449780193,3520
1440,CSX,-0.20520318559999998,0.5995294,2030
1441,BXMT,-0.48307379270000006,0.5944885617,4020
1442,GL,-0.3150673804,0.3286250736,4030
1443,PDCE,-0.7627052977,2.3059541080000003,1010
1444,GTY,-0.2665042358,0.20810651719999998,6010
1445,WST,0.01381184062,0.8646511346,3510
1446,AGYS,-0.3427792755,1.298203703,4510
1447,DCO,-0.508212757,1.1609630420000001,2010
1448,BRO,-0.08076036174,0.31681459829999997,4030
1449,POWL,-0.4719405627,0.18300513829999998,2010
1450,SWN,-0.3016528477,0.7633142606000001,1010
1451,TDS,-0.3342506863,0.1380956393,5010
1452,CI,-0.1333569519,0.174963095,3510
1453,CHE,-0.01303945931,0.23198422870000002,3510
1454,LB,-0.35319390170000003,2.217126267,2550
1455,NSC,-0.24404976469999998,0.6497993656000001,2030
1456,PGR,0.04973821933,0.34378866210000003,4030
1457,NJR,-0.2308162379,0.07953382463,5510
1458,PSA,-0.05799130872,0.19566560149999998,6010
1459,PCYO,-0.1143769681,0.00717645061,5510
1460,AGX,-0.1336514687,0.3790514152,2010
1461,STZ,-0.20912803149999998,0.4911538911,3020
1462,STZ,-0.2411927602,0.5464602636,3020
1463,KWR,-0.2306526538,1.019815405,1510
1464,D,-0.1178704198,0.07523906483,5510
1465,NXGN,-0.3503420733,0.7471256059,3510
1466,KEY,-0.47850791270000004,0.6501207898,4010
1467,RLI,-0.02042179471,0.20653568449999998,4030
1468,UNF,-0.2507181146,0.4065541178,2020
1469,RPM,-0.22094676149999998,0.5476677392,1510
1470,MYE,-0.347421902,0.9836689976,1510
1471,AOS,-0.20187820920000002,0.4727312295,2010
1472,COO,-0.1419160101,0.3180950006,3510
1473,USLM,-0.18054586260000002,0.55192637,1510
1474,TISI,-0.5929868037,0.6769230267,2020
1475,VZ,-0.11586443519999999,0.1292577464,5010
1476,T,-0.2437836398,0.04075142006,5010
1477,USB,-0.411874195,0.3963205143,4010
1478,HD,-0.1381528176,0.4470087241,2550
1479,MDC,-0.3869329451,1.148918945,2520
1480,SLM,-0.1896745921,0.7412028178,4020
1481,WDC,-0.3392519597,0.3452912171,4520
1482,RES,-0.6068702305,0.5291243347,1010
1483,AIG,-0.5213327244,0.6090783893,4030
1484,ITI,-0.3587176595,0.7656262115000001,4520
1485,UTL,-0.1480391867,-0.1318037426,5510
1486,BIG,-0.49442894979999996,2.0823987859999997,2550
1487,PEAK,-0.3000024929,0.3204746157,6010
1488,RGLD,-0.2807934559,0.22070478359999998,1510
1489,CMO,-0.4507574877,0.496729463,4020
1490,WRI,-0.5254482131,0.5752318142,6010
1491,SEIC,-0.29230268649999996,0.25611161190000004,4020
1492,SIGI,-0.23446994570000002,0.3642954993,4030
1493,WTM,-0.1833328077,0.09962662873,4030
1494,REX,-0.4325275487,0.5796602695,1010
1495,MS,-0.3304443501,1.062928038,4020
1496,SBCF,-0.40104686170000003,0.6084101104999999,4010
1497,RJF,-0.2894028941,0.5296428314,4020
1498,HOG,-0.4807746751,0.9431791493,2510
1499,KBH,-0.4703832049,0.8695834881000001,2520
1500,BDN,-0.3239383022,0.1970160795,6010
1501,TOL,-0.5115731551,1.2809764890000002,2520
1502,C,-0.4691615731,0.5129882127000001,4010
1503,ECL,-0.1901129838,0.39808431850000003,1510
1504,EQC,-0.034114221810000005,-0.02663350625,6010
1505,UNM,-0.479756598,0.6044509664,4030
1506,SON,-0.2423290852,0.3090017443,1510
1507,Y,-0.2904308276,0.09294921215,4030
1508,AWR,-0.052799092379999996,-0.014914767769999998,5510
1509,TFC,-0.4470736622,0.6068317138,4010
1510,INS,-0.1489732445,0.18005324120000002,4510
1511,STAA,-0.08274136192,1.45567517,3510
1512,NHC,-0.1640626704,-0.05141825296,3510
1513,STT,-0.31997461190000004,0.39942647,4020
1514,UHT,-0.1351826181,-0.34210711299999996,6010
1515,STC,-0.33880893170000004,0.8539900326000001,4030
1516,SF,-0.3172478015,0.8508068447,4020
1517,SYK,-0.2042248407,0.48437889100000003,3510
1518,RGR,0.08632809923000001,0.39627594439999997,2520
1519,VOXX,-0.34931500579999997,3.47719067,2520
1520,BKR,-0.5869196554,1.052209459,1010
1521,INT,-0.41777990020000005,0.2521624932,1010
1522,ABMD,-0.1490702233,1.2334000809999999,3510
1523,CCL,-0.7370293534000001,0.6446474255,2530
1524,MBI,-0.2322575219,-0.078431094,4030
1525,PII,-0.522992132,1.017241485,2520
1526,SCHW,-0.2899803775,0.599453301,4020
1527,VGR,-0.2815533592,0.3094490051,3020
1528,PXD,-0.5329327463,0.6510383262,1010
1529,DX,-0.364060128,0.8445342156,4020
1530,MAN,-0.45427349340000006,0.7520013455,2020
1531,USM,-0.19155388550000002,0.04779813692,5010
1532,DRE,-0.059292321210000005,0.2587712226,6010
1533,MTH,-0.4025524513,1.268421638,2520
1534,RPT,-0.5844414981,0.4344949594,6010
1535,TNC,-0.25400201829999997,0.22323260469999998,2010
1536,MIDD,-0.4806432914,1.266526413,2010
1537,ADBE,-0.035080334889999995,0.5715183916,4510
1538,MRTN,-0.04327544914,0.3042316392,2030
1539,NBN,-0.46946106979999996,0.9344361923000001,4010
1540,ODP,-0.3950925825,0.7865879468000001,2550
1541,IEX,-0.1945846758,0.45550287549999996,2010
1542,CRUS,-0.2036158318,0.2524756922,4530
1543,FRME,-0.35681601700000004,0.451569545,4010
1544,NLOK,0.200277674,0.1312798131,4510
1545,TG,-0.2953020056,0.4813137585,1510
1546,CGNX,-0.2456795276,0.9539563713,4520
1547,TECH,-0.134702568,0.6805609169,3520
1548,VTR,-0.522125148,0.8893826985,6010
1549,EOG,-0.5694647837,0.4259720207,1010
1550,EA,-0.0682724092,0.4352608624,5020
1551,DGII,-0.461624917,0.9811318694,4520
1552,STAR,-0.2639472768,0.4373952522,6010
1553,ZIXI,-0.3643075136,1.002319711,4510
1554,LSCC,-0.06896481114,1.5712671880000002,4530
1555,IMGN,-0.33202762550000003,0.8914947836,3520
1556,GIII,-0.7701490751000001,2.083121164,2520
1557,GSBC,-0.345296051,0.2406188295,4010
1558,PTC,-0.18266734629999998,0.9540893334,4510
1559,NEOG,0.02650925081,0.1837592925,3510
1560,BLFS,-0.4128552293,3.198942993,3510
1561,CSCO,-0.1741178416,0.1684319327,4520
1562,THO,-0.4322253171,1.24690276,2510
1563,COG,-0.005629306993,-0.03768543942,1010
1564,HOLX,-0.3277142865,1.074926832,3510
1565,JOE,-0.1538068161,1.535163034,6010
1566,VICR,-0.04666052219,1.070496574,2010
1567,GVA,-0.4466935076,0.7932678769,2010
1568,KMPR,-0.03620575784,0.046146480530000006,4030
1569,TYL,-0.01153243054,0.4719451032,4510
1570,XLNX,-0.19928984440000003,0.8379278151,4530
1571,BHE,-0.4135622415,0.3801204999,4520
1572,VIAC,-0.6604714445000001,1.727379318,5020
1573,TRMB,-0.236507639,1.09770766,4520
1574,EXPO,0.04477688682,0.2608858423,2020
1575,PRK,-0.2310537006,0.4004896767,4010
1576,MTRX,-0.5861011681,0.1636763232,2010
1577,AN,-0.42299066399999996,1.48717027,2550
1578,MMSI,0.0009611370368999999,0.7763226917,3510
1579,VERU,-0.02388015932,1.645259014,3030
1580,ESE,-0.1793515865,0.364870835,2010
1581,CATY,-0.3907719981,0.45273487770000004,4010
1582,CVA,-0.4070076074,0.5740010288,2020
1583,NRIM,-0.2861620516,0.3052301925,4010
1584,MLI,-0.2428346254,0.4817489736,2010
1585,DORM,-0.27007372739999996,0.5708346376,2510
1586,QDEL,0.303612443,0.8367237195999999,3510
1587,PSB,-0.1716501705,0.004574960823,6010
1588,AZO,-0.28985748780000004,0.4012318392,2550
1589,REGN,0.3004410205,-0.010609674599999999,3520
1590,X,-0.4462868004,1.66626701,1510
1591,IONS,-0.21734865050000002,0.19585426579999998,3520
1592,RDNT,-0.4822653254,0.862035388,3510
1593,HWC,-0.5489975554,0.8045706354000001,4010
1594,LCUT,-0.1819463013,1.746836,2520
1595,ATGE,-0.23391482649999998,0.2672641407,2530
1596,IDXX,-0.07233841825000001,1.063531553,3510
1597,RGS,-0.6692780816,0.5549918082,2530
1598,AES,-0.31165144780000004,0.7760168562,5510
1599,CRVL,-0.37602981909999994,0.9445989032,3510
1600,STFC,-0.1009025664,-0.34975383390000003,4030
1601,DIN,-0.6475098907,1.022316005,2530
1602,ALKS,-0.2931372585,0.38349616799999997,3520
1603,VRTX,0.08677858139,-0.006766121890999999,3520
1604,MNRO,-0.43695644990000004,0.2323858358,2550
1605,PRGS,-0.22643564800000002,0.43034303840000004,4510
1606,TVTY,-0.6908330295999999,2.114469422,3510
1607,ZBRA,-0.2812397981,1.093300315,4520
1608,EZPW,-0.3885635012,0.1486808066,4020
1609,MTG,-0.5496351617,1.0138993040000002,4010
1610,HAE,-0.13263680949999998,0.19155207010000003,3510
1611,PRA,-0.299668569,-0.28164575210000004,4030
1612,FIZZ,-0.1640528832,1.131302142,3020
1613,BIIB,0.06622276105000001,-0.2260566337,3520
1614,FCFS,-0.10713415039999999,-0.011352140459999998,4020
1615,AAON,-0.022060043909999997,0.3877961138,2010
1616,BOKF,-0.5096135719,0.6526332068,4010
1617,STRL,-0.3252846907,0.9589469078,2010
1618,TRNS,-0.16823607629999998,0.30867897629999996,2010
1619,ODFL,0.03867702733,0.49066531119999995,2030
1620,NHI,-0.3787125568,0.4712703253,6010
1621,ATNI,0.06300706315,-0.2813787056,5010
1622,WRLD,-0.3679400057,0.8718197871,4020
1623,WNC,-0.5085090862,1.442865429,2010
1624,HMN,-0.1550625827,0.17707539320000001,4030
1625,KIM,-0.5330758858,0.6233200158,6010
1626,OI,-0.401265143,0.6737026344,1510
1627,JBSS,-0.02059525167,-0.07974282305,3020
1628,AMSC,-0.30191104,3.273719246,2010
1629,QCOM,-0.2262266752,1.290187015,4530
1630,PRGO,-0.06497414543999999,-0.05786429942000001,3520
1631,TTEK,-0.17884284420000002,0.648381734,2020
1632,WETF,-0.5150376024000001,1.354165031,4020
1633,OFC,-0.2374072653,0.2177988673,6010
1634,GILD,0.1609727191,-0.19608369109999998,3520
1635,MSON,-0.4938207746,0.3269629307,3510
